Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/08  23:00:00,780.282188888,96.3525857472,325.408329362,0.0,34.9616554283,124.558693486,507.064616667,470.035577279,28.3233498048,8.70568958389
 01/08  24:00:00,767.857560678,96.3525857472,314.055328842,0.0,34.9616554283,124.558693486,510.909393834,479.353448081,14.1616749024,17.3942708507
 01/09  01:00:00,733.573317361,96.3525857472,285.572932363,0.0,46.0930336215,113.312780494,506.194664802,491.824063722,5.66466996096,8.70593111851
 01/09  02:00:00,709.066967297,96.3525857472,260.683534059,0.0,46.0930336215,113.312780494,546.577852662,523.521006558,5.66466996096,17.3921761434
 01/09  03:00:00,709.315092187,96.3525857472,262.236749309,0.0,46.0930336215,113.312780494,538.886488748,524.515651035,5.66466996096,8.70616775234
 01/09  04:00:00,725.339678498,96.3525857472,278.016758819,0.0,46.0930336215,113.312780494,536.150613031,513.093304091,5.66466996096,17.392638979
 01/09  05:00:00,817.258313084,96.3525857472,284.722197296,0.0,100.150657288,148.969399434,498.917969354,484.546883502,5.66466996096,8.70641589069
 01/09  06:00:00,816.83262704,96.3525857472,285.149437718,0.0,100.150657288,149.894399434,933.364370987,901.81076742,14.1616749024,17.3919286644
 01/09  07:00:00,1020.16814306,96.6437779444,264.450023015,0.0,176.471037341,302.612436532,625.356858555,588.326855359,28.3233498048,8.70665339174
 01/09  08:00:00,1154.47841556,96.9491112513,291.219223654,0.0,243.2593065,310.10971186,593.102599157,524.307399175,42.4850247072,26.3101752741
 01/09  09:00:00,1278.62737,97.0771990124,369.424459626,0.0,243.2593065,310.10971186,575.440770253,492.364649354,56.6466996096,26.4294212889
 01/09  10:00:00,1351.3232229,97.174215864,403.389470514,0.0,243.2593065,302.612436532,548.987832231,471.146058383,42.4850247072,35.3567491416
 01/09  11:00:00,1369.15920592,97.2881993363,411.587681389,0.0,243.2593065,310.10971186,543.961055397,437.610428919,70.808374512,35.5422519658
 01/09  12:00:00,1377.80159351,97.6347268639,417.329673695,0.0,243.2593065,310.10971186,521.505270249,415.084677956,70.808374512,35.6122177814
 01/09  13:00:00,1340.99035874,98.0024953286,420.944820548,0.0,243.2593065,310.10971186,504.079803198,397.833334494,70.808374512,35.4380941921
 01/09  14:00:00,1374.54638007,98.3109579488,424.846000694,0.0,243.2593065,302.612436532,479.439162536,387.177544401,56.6466996096,35.6149185261
 01/09  15:00:00,1378.13664191,98.736039325,430.52368678,0.0,243.2593065,302.612436532,452.440447996,374.397915774,42.4850247072,35.557507515
 01/09  16:00:00,1380.94983146,99.2236808346,432.777769073,0.0,243.2593065,302.612436532,449.216614585,357.076428078,56.6466996096,35.4934868972
 01/09  17:00:00,1390.96997342,99.5765773315,432.655402636,0.0,243.2593065,310.10971186,472.923323592,359.554440728,84.9700494144,28.3988334496
 01/09  18:00:00,1376.32210539,99.8927203357,412.826733104,0.0,243.2593065,310.10971186,481.733499332,372.426294676,84.9700494144,24.3371552418
 01/09  19:00:00,1090.86073604,96.3525857472,397.505452971,0.0,166.938926447,199.110933808,462.555152676,360.148883874,84.9700494144,17.4362193871
 01/09  20:00:00,1064.15135582,96.3525857472,377.336435109,0.0,166.938926447,191.61365848,432.865007755,367.487919266,56.6466996096,8.73038887987
 01/09  21:00:00,916.737450931,96.3525857472,363.531067531,0.0,100.150657288,124.558693486,483.018244889,408.932480485,56.6466996096,17.4390647941
 01/09  22:00:00,865.278515068,96.3525857472,351.794325342,0.0,100.150657288,124.558693486,475.891593505,416.008819359,42.4850247072,17.397749438
 01/09  23:00:00,781.218410126,96.3525857472,332.65223344,0.0,46.0930336215,124.558693486,472.411403285,435.383511027,28.3233498048,8.704542454
 01/09  24:00:00,762.393960583,96.3525857472,312.961391873,0.0,46.0930336215,124.558693486,474.149422351,442.59458674,14.1616749024,17.3931607087
 01/10  01:00:00,738.382492852,96.3525857472,304.454914066,0.0,46.0930336215,113.312780494,462.212326542,447.842211432,5.66466996096,8.70544514896
 01/10  02:00:00,737.134828498,96.3525857472,303.442227621,0.0,46.0930336215,113.312780494,476.416579893,453.358173503,5.66466996096,17.393736429
 01/10  03:00:00,729.223652931,96.3525857472,293.169092116,0.0,46.0930336215,113.312780494,473.651029527,459.280681773,5.66466996096,8.70567779386
 01/10  04:00:00,711.055040436,96.3525857472,275.658645114,0.0,46.0930336215,113.312780494,492.62586573,469.566951791,5.66466996096,17.394243978
 01/10  05:00:00,792.529656388,96.3525857472,267.760063218,0.0,100.150657288,148.969399434,470.938098529,456.567517537,5.66466996096,8.70591103158
 01/10  06:00:00,780.704450932,96.5470374587,256.594297427,0.0,100.150657288,149.894399434,783.379923781,751.825822352,14.1616749024,17.3924265273
 01/10  07:00:00,991.445752718,97.2596057027,239.063576227,0.0,176.471037341,302.612436532,567.350903102,530.32142206,28.3233498048,8.70613123694
 01/10  08:00:00,1122.49378993,97.9881533437,261.748537439,0.0,243.2593065,310.10971186,537.069876201,468.276159205,42.4850247072,26.3086922884
 01/10  09:00:00,1239.44905707,98.8945738438,333.848436413,0.0,243.2593065,310.10971186,507.21392856,424.136400452,56.6466996096,26.4308284991
 01/10  10:00:00,1332.3093342,99.6604413601,393.776829336,0.0,243.2593065,302.612436532,476.6174095,398.777058351,42.4850247072,35.3553264415
 01/10  11:00:00,1359.39910508,100.34634678,412.007619294,0.0,243.2593065,310.10971186,480.313571761,373.964539081,70.808374512,35.5406581673
 01/10  12:00:00,1373.7852215,100.999628498,423.243166873,0.0,243.2593065,310.10971186,459.179668347,352.760915443,70.808374512,35.6103783915
 01/10  13:00:00,1341.93861295,101.579506655,430.919825061,0.0,243.2593065,310.10971186,443.043722913,336.798724405,70.808374512,35.4366239953
 01/10  14:00:00,1376.47930055,102.179013275,435.571690978,0.0,243.2593065,302.612436532,411.613543967,319.35354536,56.6466996096,35.6132989971
 01/10  15:00:00,1372.13774639,102.915612381,427.332339143,0.0,243.2593065,302.612436532,373.662840914,295.621867226,42.4850247072,35.5559489817
 01/10  16:00:00,1372.88995418,103.358782121,423.505933707,0.0,243.2593065,302.612436532,377.243226383,285.104377207,56.6466996096,35.492149566
 01/10  17:00:00,1397.01221788,103.655725032,438.40013438,0.0,243.2593065,310.10971186,410.686116795,299.228786333,84.9700494144,26.4872810471
 01/10  18:00:00,1404.26161112,103.902962749,440.8542404,0.0,243.2593065,310.10971186,431.721098346,320.520273108,84.9700494144,26.2307758241
 01/10  19:00:00,1094.60034265,96.3525857472,404.178192464,0.0,166.938926447,199.110933808,429.433784871,335.735686216,84.9700494144,8.72804924044
 01/10  20:00:00,1056.90404093,96.3525857472,370.335900281,0.0,166.938926447,191.61365848,421.128575327,347.041208054,56.6466996096,17.4406676639
 01/10  21:00:00,902.535663829,96.3525857472,350.81818456,0.0,100.150657288,124.558693486,463.038335219,388.953220982,56.6466996096,17.4384146273
 01/10  22:00:00,848.118309155,96.3525857472,334.827705484,0.0,100.150657288,124.558693486,457.202089035,397.320000234,42.4850247072,17.3970640943
 01/10  23:00:00,769.117198533,96.3525857472,316.806521362,0.0,46.0930336215,124.558693486,454.265073319,417.234247692,28.3233498048,8.70747582305
 01/10  24:00:00,749.219378541,96.3525857472,298.180982998,0.0,46.0930336215,124.558693486,456.582311004,425.02813781,14.1616749024,17.3924982923
 01/11  01:00:00,725.760018875,96.3525857472,288.268620282,0.0,46.0930336215,113.312780494,445.637432972,431.264993498,5.66466996096,8.70776951292
 01/11  02:00:00,718.504247321,96.3525857472,285.431051933,0.0,46.0930336215,113.312780494,460.135385708,437.077658867,5.66466996096,17.3930568809
 01/11  03:00:00,707.666732793,96.3525857472,274.635587741,0.0,46.0930336215,113.312780494,459.919992638,445.549944141,5.66466996096,8.70537853653
 01/11  04:00:00,690.2160853,96.3525857472,257.241012151,0.0,46.0930336215,113.312780494,490.331304126,467.273067,5.66466996096,17.3935671654
 01/11  05:00:00,769.192342449,96.3525857472,249.311238464,0.0,100.150657288,148.969399434,472.316268622,457.945980414,5.66466996096,8.70561824656
 01/11  06:00:00,763.159139022,96.7897677405,238.643310116,0.0,100.150657288,149.894399434,738.128911965,706.57173311,14.1616749024,17.3955039522
 01/11  07:00:00,985.041580119,97.9362114637,231.163291383,0.0,176.471037341,302.612436532,542.626221006,505.597030153,28.3233498048,8.70584104861
 01/11  08:00:00,1123.44879182,99.9850317729,260.427757627,0.0,243.2593065,310.10971186,506.566263635,437.773393605,42.4850247072,26.3078453234
 01/11  09:00:00,1213.62636679,100.917468872,311.479162725,0.0,243.2593065,310.10971186,478.69138608,395.611898907,56.6466996096,26.4327875638
 01/11  10:00:00,1309.72651733,101.588364661,377.87368258,0.0,243.2593065,302.612436532,446.494907145,373.093671466,42.4850247072,30.9162109724
 01/11  11:00:00,1357.90680318,102.21935025,411.608854246,0.0,243.2593065,310.10971186,461.037524185,350.221153973,70.808374512,40.0079956998
 01/11  12:00:00,1376.65181026,102.794712211,424.1441749,0.0,243.2593065,310.10971186,436.620769012,330.203072899,70.808374512,35.6093216009
 01/11  13:00:00,1345.85199642,103.299326621,432.817706483,0.0,243.2593065,310.10971186,423.644978047,317.400802651,70.808374512,35.4358008838
 01/11  14:00:00,1376.44136583,103.871601224,427.225628425,0.0,243.2593065,302.612436532,394.552460664,302.293343261,56.6466996096,35.6124177935
 01/11  15:00:00,1362.83551063,104.603785898,413.207893314,0.0,243.2593065,302.612436532,359.34207698,281.301935097,42.4850247072,35.5551171754
 01/11  16:00:00,1361.20961137,105.072869787,411.78517088,0.0,243.2593065,302.612436532,365.580526058,273.442360996,56.6466996096,35.4914654525
 01/11  17:00:00,1388.11198385,105.320828383,427.912287199,0.0,243.2593065,310.10971186,399.210595477,287.750691767,84.9700494144,26.4898542963
 01/11  18:00:00,1399.84585803,105.397236424,432.114125422,0.0,243.2593065,310.10971186,424.625723029,313.425893875,84.9700494144,26.2297797402
 01/11  19:00:00,1082.48186334,96.3525857472,388.263972328,0.0,166.938926447,199.110933808,427.085752523,333.387854694,84.9700494144,8.72784841421
 01/11  20:00:00,1077.67857826,96.3525857472,390.480173017,0.0,166.938926447,191.61365848,413.958062434,339.871141324,56.6466996096,17.4402215006
 01/11  21:00:00,919.519625692,96.3525857472,367.318856275,0.0,100.150657288,124.558693486,455.619915021,381.536078284,56.6466996096,17.4371371273
 01/11  22:00:00,852.709576287,96.3525857472,334.343901001,0.0,100.150657288,124.558693486,450.949801941,391.065404105,42.4850247072,17.3993731289
 01/11  23:00:00,776.22447924,96.3525857472,324.366408162,0.0,46.0930336215,124.558693486,448.234957743,411.204343101,28.3233498048,8.70726483749
 01/11  24:00:00,765.624822537,96.3525857472,312.482802835,0.0,46.0930336215,124.558693486,451.579704733,420.025906188,14.1616749024,17.3921236427
 01/12  01:00:00,745.523106847,96.3525857472,305.046692115,0.0,46.0930336215,113.312780494,440.109080085,425.736843988,5.66466996096,8.70756613546
 01/12  02:00:00,720.126152088,96.3525857472,283.346226202,0.0,46.0930336215,113.312780494,456.911686859,433.854321287,5.66466996096,17.3926956107
 01/12  03:00:00,718.959106495,96.3525857472,279.608808972,0.0,46.0930336215,113.312780494,452.538872346,438.166358539,5.66466996096,8.70784384655
 01/12  04:00:00,699.899017951,96.3525857472,264.351705087,0.0,46.0930336215,113.312780494,479.251652053,456.193781779,5.66466996096,17.3932003139
 01/12  05:00:00,781.363418218,96.3525857472,260.243817334,0.0,100.150657288,148.969399434,455.459048313,441.088919426,5.66466996096,8.70545892636
 01/12  06:00:00,790.142300841,96.8723339637,266.139756352,0.0,100.150657288,149.894399434,711.531925906,679.976712576,14.1616749024,17.3935384275
 01/12  07:00:00,999.692146597,98.7291582562,245.827318689,0.0,176.471037341,302.612436532,522.467783058,485.438745558,28.3233498048,8.7056876947
 01/12  08:00:00,1126.03221107,100.836367546,262.288736653,0.0,243.2593065,310.10971186,496.197967846,427.405507891,42.4850247072,26.3074352471
 01/12  09:00:00,1242.53772427,101.744839285,334.106096524,0.0,243.2593065,310.10971186,467.554965291,384.47583012,56.6466996096,26.4324355611
 01/12  10:00:00,1335.05926721,102.476353858,393.790775383,0.0,243.2593065,302.612436532,429.143171024,360.136272009,42.4850247072,26.5218743072
 01/12  11:00:00,1366.72273526,103.062146773,412.522414459,0.0,243.2593065,310.10971186,454.445475594,339.201150574,70.808374512,44.4359505086
 01/12  12:00:00,1385.47950528,103.613218394,424.455123074,0.0,243.2593065,310.10971186,426.413454193,319.996159989,70.808374512,35.6089196915
 01/12  13:00:00,1351.39161969,104.169887935,430.084721019,0.0,243.2593065,310.10971186,413.18703964,306.943151878,70.808374512,35.4355132498
 01/12  14:00:00,1377.41764665,104.64233053,420.608364493,0.0,243.2593065,302.612436532,387.336982137,295.078135589,56.6466996096,35.6121469385
 01/12  15:00:00,1367.85528484,105.085399191,411.193278013,0.0,243.2593065,302.612436532,360.81335865,282.77344873,42.4850247072,35.554885213
 01/12  16:00:00,1365.96633802,105.818142986,409.06460023,0.0,243.2593065,302.612436532,365.210545623,273.072525463,56.6466996096,35.4913205503
 01/12  17:00:00,1392.31121571,105.888565901,425.277767369,0.0,243.2593065,310.10971186,407.232288585,295.77242753,84.9700494144,26.4898116401
 01/12  18:00:00,1406.83931281,106.116321593,430.843576959,0.0,243.2593065,310.10971186,425.499847677,314.295917494,84.9700494144,26.2338807682
 01/12  19:00:00,1095.5291546,96.3525857472,399.351719965,0.0,166.938926447,199.110933808,425.201732259,331.503942175,84.9700494144,8.72774066988
 01/12  20:00:00,1085.12746051,96.3525857472,398.719007434,0.0,166.938926447,191.61365848,412.281661886,338.194900664,56.6466996096,17.440061613
 01/12  21:00:00,943.794491853,96.3525857472,390.816059216,0.0,100.150657288,124.558693486,452.54205594,378.455848378,56.6466996096,17.4395079522
 01/12  22:00:00,909.172222447,96.3525857472,395.374638604,0.0,100.150657288,124.558693486,444.310254106,384.425994423,42.4850247072,17.3992349755
 01/12  23:00:00,811.201541994,96.3525857472,358.395724504,0.0,46.0930336215,124.558693486,444.089967576,407.059421393,28.3233498048,8.70719637754
 01/12  24:00:00,773.318496246,96.3525857472,316.242907942,0.0,46.0930336215,124.558693486,449.558418186,418.00473586,14.1616749024,17.3920074236
 01/13  01:00:00,746.606869557,96.3525857472,305.952849861,0.0,46.0930336215,113.312780494,439.119709338,424.747537364,5.66466996096,8.70750201297
 01/13  02:00:00,752.597901545,96.3525857472,314.590982635,0.0,46.0930336215,113.312780494,451.485228016,428.427968513,5.66466996096,17.3925895421
 01/13  03:00:00,737.631193588,96.3525857472,300.419826443,0.0,46.0930336215,113.312780494,449.617211307,435.244754104,5.66466996096,8.70778724228
 01/13  04:00:00,723.913934546,96.3525857472,286.81189321,0.0,46.0930336215,113.312780494,465.690543839,442.632764909,5.66466996096,17.3931089693
 01/13  05:00:00,813.250573981,96.3525857472,285.65346472,0.0,100.150657288,148.969399434,440.777368304,426.407276356,5.66466996096,8.70542198713
 01/13  06:00:00,801.66180618,96.8993398593,274.799412873,0.0,100.150657288,149.894399434,696.273864651,664.71675652,14.1616749024,17.3954332289
 01/13  07:00:00,1013.63649776,99.1051294753,257.384080406,0.0,176.471037341,302.612436532,513.46735515,476.438348741,28.3233498048,8.70565660433
 01/13  08:00:00,1142.3363328,101.23534925,279.854928047,0.0,243.2593065,310.10971186,486.56686552,417.774418735,42.4850247072,26.3074220777
 01/13  09:00:00,1245.87246211,102.12478172,342.251836787,0.0,243.2593065,310.10971186,457.584625323,374.505438058,56.6466996096,26.432487656
 01/13  10:00:00,1337.98339133,102.817727438,398.960034287,0.0,243.2593065,302.612436532,421.158292097,352.151242949,42.4850247072,26.5220244414
 01/13  11:00:00,1366.27911455,103.433787878,416.130526879,0.0,243.2593065,310.10971186,446.427572588,331.181338518,70.808374512,44.4378595582
 01/13  12:00:00,1383.2222765,103.907225547,428.379272875,0.0,243.2593065,310.10971186,421.590670771,315.173070133,70.808374512,35.6092261268
 01/13  13:00:00,1340.88968521,104.49952647,424.871738655,0.0,243.2593065,310.10971186,408.90269251,302.658500224,70.808374512,35.4358177743
 01/13  14:00:00,1362.12617095,105.200769491,412.320458011,0.0,243.2593065,302.612436532,380.601845843,288.342594553,56.6466996096,35.61255168
 01/13  15:00:00,1360.93667018,105.920855459,411.069264756,0.0,243.2593065,302.612436532,347.995079705,269.954738167,42.4850247072,35.5553168313
 01/13  16:00:00,1362.63155271,106.464650845,412.213458233,0.0,243.2593065,302.612436532,355.907745548,263.769273083,56.6466996096,35.4917728556
 01/13  17:00:00,1381.58632471,106.401913034,419.93100406,0.0,243.2593065,310.10971186,399.836038634,288.375873675,84.9700494144,26.4901155446
 01/13  18:00:00,1414.09014358,106.631162097,442.974793562,0.0,243.2593065,310.10971186,417.37798432,306.173815533,84.9700494144,26.2341193722
 01/13  19:00:00,1099.48621955,96.3525857472,406.783347349,0.0,166.938926447,199.110933808,419.944319027,326.246417402,84.9700494144,8.72785221116
 01/13  20:00:00,1091.66584588,96.3525857472,405.161160103,0.0,166.938926447,191.61365848,407.78850204,333.701582496,56.6466996096,17.4402199344
